#PolyID,X,Y,Usage ,/,Topography,Habitats,Altitude
13,216961.4997,3240457.136,-,/,-,-,-
13,216876.5784,3240423.122,-,/,-,-,-
13,216785.1504,3240396.673,-,/,-,-,-
13,216700.4625,3240380.927,-,/,-,-,-
13,216624.3689,3240362.243,-,/,-,-,-
14,215785.7651,3243012.558,948.91,/,Ridgeline,Barren_Sand_Gravel,5075.46
14,215834.7693,3243028.756,-,/,-,-,-
14,215912.5569,3243057.698,-,/,-,-,-
14,215989.799,3243091.244,-,/,-,-,-
14,216066.9132,3243091.422,-,/,-,-,-
14,216106.1673,3243082.08,-,/,-,-,-
14,216157.2088,3243100.129,-,/,-,-,-
14,216240.2985,3243134.311,-,/,-,-,-
14,216323.8092,3243170.037,-,/,-,-,-
14,216421.7314,3243254.111,-,/,-,-,-
14,216460.627,3243298.046,-,/,-,-,-
14,216495.0254,3243355.827,-,/,-,-,-
14,216599.9863,3243331.283,-,/,-,-,-
15,207505.5979,3231954.296,1919.19,/,Ridgeline,Barren_Sand_Gravel,3870.34
15,207488.4676,3231960.324,-,/,-,-,-
15,207470.1525,3231991.454,-,/,-,-,-
15,207469.1605,3232029.496,-,/,-,-,-
15,207447.3905,3232060.826,-,/,-,-,-
15,207405.442,3232081.765,-,/,-,-,-
15,207385.9297,3232106.927,-,/,-,-,-
15,207337.3772,3232134.462,-,/,-,-,-
15,207283.2728,3232152.662,-,/,-,-,-
15,207222.6681,3232173.866,-,/,-,-,-
15,207160.528,3232160.339,-,/,-,-,-
15,207115.9771,3232187.326,-,/,-,-,-
15,207093.166,3232210.155,-,/,-,-,-
15,207070.7862,3232252.336,-,/,-,-,-
15,207026.2184,3232295.495,-,/,-,-,-
15,206965.8618,3232342.854,-,/,-,-,-
15,206911.8834,3232332.215,-,/,-,-,-
15,206822.2793,3232300.117,-,/,-,-,-
15,206743.3598,3232262.732,-,/,-,-,-
15,206660.5361,3232262.396,-,/,-,-,-
15,206622.6382,3232292.264,-,/,-,-,-
15,206594.6056,3232344.318,-,/,-,-,-
15,206579.5917,3232356.449,-,/,-,-,-
15,206533.7932,3232358.957,-,/,-,-,-
15,206490.4277,3232327.867,-,/,-,-,-
15,206413.5622,3232309.468,-,/,-,-,-
15,206323.2899,3232352.355,-,/,-,-,-
15,206219.3574,3232398.105,-,/,-,-,-
15,206196.4631,3232429.672,-,/,-,-,-
15,206145.8498,3232461.654,-,/,-,-,-
15,206117.8658,3232480.946,-,/,-,-,-
15,206074.5891,3232495.173,-,/,-,-,-
15,205991.5289,3232485.613,-,/,-,-,-
15,205969.6285,3232468.556,-,/,-,-,-
16,207429.503,3231327.346,931.77,/,Ridgeline,Barren_Sand_Gravel,3873.28
16,207436.3231,3231383.945,-,/,-,-,-
16,207428.6679,3231446.699,-,/,-,-,-
16,207448.0703,3231517.222,-,/,-,-,-
16,207462.0363,3231572.104,-,/,-,-,-
16,207477.0379,3231608.155,-,/,-,-,-
16,207512.3419,3231638.069,-,/,-,-,-
16,207561.1167,3231628.348,-,/,-,-,-
16,207581.7842,3231622.467,-,/,-,-,-
16,207603.4906,3231616.299,-,/,-,-,-
16,207632.6936,3231605.879,-,/,-,-,-
16,207664.044,3231633.115,-,/,-,-,-
16,207685.5963,3231663.996,-,/,-,-,-
16,207711.5052,3231719.055,-,/,-,-,-
16,207722.7457,3231764.753,-,/,-,-,-
16,207742.649,3231838.352,-,/,-,-,-
16,207726.2418,3231871.041,-,/,-,-,-
16,207696.6332,3231872.924,-,/,-,-,-
16,207576.0435,3231912.597,-,/,-,-,-
17,207027.1605,3230913.407,1909.18,/,Ridgeline,Barren_Sand_Gravel,3714.3
17,206565.5981,3230676.749,-,/,-,-,-
17,206597.981,3230645.796,-,/,-,-,-
17,206617.2129,3230589.328,-,/,-,-,-
17,206641.4162,3230555.125,-,/,-,-,-
17,206668.7766,3230519.586,-,/,-,-,-
17,206711.1181,3230487.374,-,/,-,-,-
17,206818.8709,3230503.523,-,/,-,-,-
17,206860.93,3230520.401,-,/,-,-,-
17,206898.3008,3230565.782,-,/,-,-,-
17,206912.7053,3230583.863,-,/,-,-,-
17,206894.1856,3230604.843,-,/,-,-,-
17,206853.111,3230653.517,-,/,-,-,-
17,206905.6717,3230657.101,-,/,-,-,-
17,206947.0492,3230649.985,-,/,-,-,-
17,206975.775,3230667.968,-,/,-,-,-
17,206986.4036,3230706.54,-,/,-,-,-
17,206937.7549,3230714.325,-,/,-,-,-
17,206897.5129,3230749.854,-,/,-,-,-
17,206967.1406,3230783.486,-,/,-,-,-
17,207015.2676,3230770.693,-,/,-,-,-
17,207044.0191,3230771.191,-,/,-,-,-
17,207085.1042,3230763.191,-,/,-,-,-
17,207085.4083,3230792.235,-,/,-,-,-
17,207054.375,3230811.555,-,/,-,-,-
17,207020.5487,3230850.356,-,/,-,-,-
17,207027.1605,3230913.407,-,/,-,-,-
17,207091.6189,3230919.05,-,/,-,-,-
17,207132.0934,3230886.778,-,/,-,-,-
17,207165.0345,3230928.399,-,/,-,-,-
17,207175.4443,3230973.621,-,/,-,-,-
17,207193.0737,3231006.854,-,/,-,-,-
17,207214.6753,3231040.721,-,/,-,-,-
17,207278.6629,3231106.776,-,/,-,-,-
17,207286.5798,3231149.731,-,/,-,-,-
17,207286.3534,3231200.656,-,/,-,-,-
17,207311.6009,3231234.544,-,/,-,-,-
17,207358.1827,3231257.976,-,/,-,-,-
17,207379.5354,3231262.534,-,/,-,-,-
18,207104.2573,3229702.932,1004.28,/,Ridgeline,Barren_Sand_Gravel,3747.09
18,207065.4951,3229708.408,-,/,-,-,-
18,207054.1107,3229766.124,-,/,-,-,-
18,207092.7322,3229931.884,-,/,-,-,-
18,207085.1735,3229949.701,-,/,-,-,-
18,206999.8789,3229985.422,-,/,-,-,-
18,206937.0011,3230041.93,-,/,-,-,-
18,206912.6228,3230092.615,-,/,-,-,-
18,206885.1727,3230106.599,-,/,-,-,-
18,206865.3249,3230160.469,-,/,-,-,-
18,206813.6574,3230197.654,-,/,-,-,-
18,206732.3559,3230211.086,-,/,-,-,-
18,206702.2938,3230248.573,-,/,-,-,-
18,206578.9185,3230246.821,-,/,-,-,-
18,206541.8561,3230233.87,-,/,-,-,-
19,207599.347,3229237.906,842.02,/,Ridgeline,Barren_Sand_Gravel,3941.89
19,207588.6908,3229246.371,-,/,-,-,-
19,207589.713,3229278.029,-,/,-,-,-
19,207596.1041,3229324.595,-,/,-,-,-
19,207585.8952,3229366.49,-,/,-,-,-
19,207564.7056,3229424.894,-,/,-,-,-
19,207569.5658,3229469.661,-,/,-,-,-
19,207540.6729,3229493.079,-,/,-,-,-
19,207496.7425,3229496.937,-,/,-,-,-
19,207431.0059,3229526.788,-,/,-,-,-
19,207429.228,3229582.64,-,/,-,-,-
19,207384.2396,3229621.353,-,/,-,-,-
19,207362.4796,3229676.229,-,/,-,-,-
19,207303.9829,3229611.375,-,/,-,-,-
19,207254.2372,3229628.458,-,/,-,-,-
19,207216.8987,3229649.688,-,/,-,-,-
19,207213.3413,3229687.972,-,/,-,-,-
20,207213.3305,3228797.437,774.41,/,Ridgeline,Barren_Sand_Gravel,4046.33
20,207250.6241,3228787.77,-,/,-,-,-
20,207307.9559,3228833.582,-,/,-,-,-
20,207375.9188,3228850.999,-,/,-,-,-
20,207490.2512,3228855.791,-,/,-,-,-
20,207510.9849,3228888.311,-,/,-,-,-
20,207566.0403,3228855.917,-,/,-,-,-
20,207592.8828,3228854.411,-,/,-,-,-
20,207592.5079,3228876.135,-,/,-,-,-
20,207582.5389,3228903.182,-,/,-,-,-
20,207603.6062,3228937.275,-,/,-,-,-
20,207642.972,3229001.243,-,/,-,-,-
20,207651.0906,3229027.911,-,/,-,-,-
20,207639.6582,3229061.57,-,/,-,-,-
20,207641.8239,3229088.474,-,/,-,-,-
20,207641.095,3229124.76,-,/,-,-,-
20,207635.6984,3229162.059,-,/,-,-,-
21,208207.4475,3228587.808,817.28,/,Valley_bottom,Barren_Sand_Gravel,3538.11
21,208211.863,3228569.226,-,/,-,-,-
21,208205.1861,3228545.265,-,/,-,-,-
21,208159.1325,3228493.275,-,/,-,-,-
