FID,Field1,x,y,Rgd,Alt
10264,21315,233262.527200000010000,3215250.080999999800000,40.4598999,5697.0000000
10265,21316,234262.527200000010000,3215250.080999999800000,39.7462006,5753.0000000
10266,21317,235262.527200000010000,3215250.080999999800000,32.6324997,5400.0000000
10267,21318,236262.527200000010000,3215250.080999999800000,31.3299999,5438.0000000
10268,21319,237262.527200000010000,3215250.080999999800000,32.7672997,5499.0000000
10269,21320,238262.527200000010000,3215250.080999999800000,26.3838997,5156.0000000
10270,21321,239262.527200000010000,3215250.080999999800000,26.3255997,5101.0000000
10271,21322,240262.527200000010000,3215250.080999999800000,25.7917004,5221.0000000
10272,21323,241262.527200000010000,3215250.080999999800000,30.3099995,5235.0000000
10273,21324,242262.527200000010000,3215250.080999999800000,28.3393002,5170.0000000
10274,21325,243262.527200000010000,3215250.080999999800000,23.0447998,4972.0000000
10275,21326,244262.527200000010000,3215250.080999999800000,15.5934000,4952.0000000
10276,21327,245262.527200000010000,3215250.080999999800000,13.4947004,5038.0000000
10277,21328,246262.527200000010000,3215250.080999999800000,20.3010998,5180.0000000
10278,21329,247262.527200000010000,3215250.080999999800000,27.8798008,5301.0000000
10279,21330,248262.527200000010000,3215250.080999999800000,33.3036995,5492.0000000
10280,21331,249262.527200000010000,3215250.080999999800000,32.0614014,5398.0000000
10281,21332,250262.527200000010000,3215250.080999999800000,20.6161003,5129.0000000
10282,21333,251262.527200000010000,3215250.080999999800000,14.3318996,5042.0000000
10283,21334,252262.527200000010000,3215250.080999999800000,13.5016003,4976.0000000
10284,21335,253262.527200000010000,3215250.080999999800000,12.7488003,4951.0000000
10285,21451,148262.527200000010000,3216250.080999999800000,40.3954010,5584.0000000
10286,21452,149262.527200000010000,3216250.080999999800000,38.0037003,5602.0000000
10287,21453,150262.527200000010000,3216250.080999999800000,38.5735016,5141.0000000
10288,21454,151262.527200000010000,3216250.080999999800000,36.3479004,4998.0000000
10289,21455,152262.527200000010000,3216250.080999999800000,39.8302002,5351.0000000
10290,21456,153262.527200000010000,3216250.080999999800000,42.1674995,5581.0000000
10291,21457,154262.527200000010000,3216250.080999999800000,42.7032013,5243.0000000
10292,21458,155262.527200000010000,3216250.080999999800000,47.1763000,5001.0000000
10293,21459,156262.527200000010000,3216250.080999999800000,42.0740013,4687.0000000
10294,21460,157262.527200000010000,3216250.080999999800000,37.9682007,4897.0000000
10295,21461,158262.527200000010000,3216250.080999999800000,44.7849998,5184.0000000
10296,21462,159262.527200000010000,3216250.080999999800000,45.0847015,5461.0000000
10297,21463,160262.527200000010000,3216250.080999999800000,46.6955986,5613.0000000
10298,21464,161262.527200000010000,3216250.080999999800000,42.1343994,5720.0000000
10299,21465,162262.527200000010000,3216250.080999999800000,40.5304985,5354.0000000
10300,21466,163262.527200000010000,3216250.080999999800000,39.0918999,5290.0000000
10301,21467,164262.527200000010000,3216250.080999999800000,38.0647011,5163.0000000
10302,21468,165262.527200000010000,3216250.080999999800000,39.5517998,5640.0000000
10303,21469,166262.527200000010000,3216250.080999999800000,40.6604004,5859.0000000
10304,21470,167262.527200000010000,3216250.080999999800000,36.3073006,5496.0000000
10305,21471,168262.527200000010000,3216250.080999999800000,35.4067001,5649.0000000
10306,21472,169262.527200000010000,3216250.080999999800000,41.5405006,5798.0000000
10307,21473,170262.527200000010000,3216250.080999999800000,38.9482994,5806.0000000
10308,21474,171262.527200000010000,3216250.080999999800000,33.3907013,5722.0000000
10309,21475,172262.527200000010000,3216250.080999999800000,34.4268990,5839.0000000
10310,21476,173262.527200000010000,3216250.080999999800000,29.6721992,5781.0000000
10311,21477,174262.527200000010000,3216250.080999999800000,33.9877014,5706.0000000
10312,21478,175262.527200000010000,3216250.080999999800000,34.3627014,5724.0000000
10313,21479,176262.527200000010000,3216250.080999999800000,38.4690018,5860.0000000
10314,21480,177262.527200000010000,3216250.080999999800000,39.7902985,5857.0000000
10315,21481,178262.527200000010000,3216250.080999999800000,42.7186012,5653.0000000
10316,21482,179262.527200000010000,3216250.080999999800000,41.6703987,5729.0000000
10317,21483,180262.527200000010000,3216250.080999999800000,34.8762016,5570.0000000
10318,21484,181262.527200000010000,3216250.080999999800000,38.3501015,5751.0000000
10319,21485,182262.527200000010000,3216250.080999999800000,43.3955002,5884.0000000
10320,21486,183262.527200000010000,3216250.080999999800000,45.8998985,5757.0000000
10321,21487,184262.527200000010000,3216250.080999999800000,44.8588982,5758.0000000
10322,21488,185262.527200000010000,3216250.080999999800000,48.7728996,5888.0000000
10323,21490,187262.527200000010000,3216250.080999999800000,46.0343018,5985.0000000
10324,21491,188262.527200000010000,3216250.080999999800000,48.4807014,5761.0000000
10325,21492,189262.527200000010000,3216250.080999999800000,54.4578018,5442.0000000
10326,21493,190262.527200000010000,3216250.080999999800000,52.2221985,4985.0000000
10327,21494,191262.527200000010000,3216250.080999999800000,42.4634018,4447.0000000
10328,21495,192262.527200000010000,3216250.080999999800000,30.3174992,4078.0000000
10329,21496,193262.527200000010000,3216250.080999999800000,26.1105995,3980.0000000
10330,21497,194262.527200000010000,3216250.080999999800000,28.0564995,3876.0000000
10331,21498,195262.527200000010000,3216250.080999999800000,29.7497997,3974.0000000
10332,21499,196262.527200000010000,3216250.080999999800000,32.6041985,3851.0000000
10333,21500,197262.527200000010000,3216250.080999999800000,33.3698006,3557.0000000
10334,21501,198262.527200000010000,3216250.080999999800000,30.3602009,3385.0000000
10335,21502,199262.527200000010000,3216250.080999999800000,35.7680016,3616.0000000
10336,21503,200262.527200000010000,3216250.080999999800000,32.6921997,3510.0000000
10337,21504,201262.527200000010000,3216250.080999999800000,27.3178005,3246.0000000
10338,21505,202262.527200000010000,3216250.080999999800000,25.8642006,3428.0000000
10339,21506,203262.527200000010000,3216250.080999999800000,27.3407001,3593.0000000
10340,21507,204262.527200000010000,3216250.080999999800000,25.4361000,3731.0000000
10341,21508,205262.527200000010000,3216250.080999999800000,27.4083004,3865.0000000
10342,21509,206262.527200000010000,3216250.080999999800000,29.2056999,4240.0000000
10343,21510,207262.527200000010000,3216250.080999999800000,26.0340004,4151.0000000
10344,21511,208262.527200000010000,3216250.080999999800000,21.7637997,4021.0000000
10345,21512,209262.527200000010000,3216250.080999999800000,29.6186008,3947.0000000
10346,21513,210262.527200000010000,3216250.080999999800000,50.0834999,4129.0000000
10347,21514,211262.527200000010000,3216250.080999999800000,59.3792000,4044.0000000
10348,21515,212262.527200000010000,3216250.080999999800000,55.3716011,4385.0000000
10349,21516,213262.527200000010000,3216250.080999999800000,38.8706017,4795.0000000
10350,21517,214262.527200000010000,3216250.080999999800000,31.2061005,4984.0000000
10351,21518,215262.527200000010000,3216250.080999999800000,27.2502995,5203.0000000
10352,21519,216262.527200000010000,3216250.080999999800000,30.8668003,5162.0000000
10353,21520,217262.527200000010000,3216250.080999999800000,39.8069000,5340.0000000
10354,21521,218262.527200000010000,3216250.080999999800000,42.8258018,5639.0000000
10355,21522,219262.527200000010000,3216250.080999999800000,38.4753990,5637.0000000
10356,21523,220262.527200000010000,3216250.080999999800000,36.8857002,5194.0000000
10357,21524,221262.527200000010000,3216250.080999999800000,39.8830986,5405.0000000
10358,21525,222262.527200000010000,3216250.080999999800000,39.1735001,5778.0000000
10359,21526,223262.527200000010000,3216250.080999999800000,31.5251999,5631.0000000
10360,21527,224262.527200000010000,3216250.080999999800000,24.0962009,5397.0000000
10361,21528,225262.527200000010000,3216250.080999999800000,33.6904984,5639.0000000
10362,21530,227262.527200000010000,3216250.080999999800000,45.2639999,5849.0000000
10363,21531,228262.527200000010000,3216250.080999999800000,40.9920006,5655.0000000
10364,21532,229262.527200000010000,3216250.080999999800000,35.5685005,5569.0000000
10365,21533,230262.527200000010000,3216250.080999999800000,37.6271019,5703.0000000
10366,21534,231262.527200000010000,3216250.080999999800000,37.4650993,5696.0000000
10367,21535,232262.527200000010000,3216250.080999999800000,36.0778999,5442.0000000
10368,21536,233262.527200000010000,3216250.080999999800000,36.0273018,5331.0000000
10369,21537,234262.527200000010000,3216250.080999999800000,38.6040993,5337.0000000
10370,21538,235262.527200000010000,3216250.080999999800000,38.7210007,5493.0000000
10371,21539,236262.527200000010000,3216250.080999999800000,40.3226013,5823.0000000
10372,21540,237262.527200000010000,3216250.080999999800000,38.4830017,5380.0000000
10373,21541,238262.527200000010000,3216250.080999999800000,30.5589008,5230.0000000
10374,21542,239262.527200000010000,3216250.080999999800000,21.3020992,5100.0000000
10375,21543,240262.527200000010000,3216250.080999999800000,18.0809002,5035.0000000
10376,21544,241262.527200000010000,3216250.080999999800000,19.6186008,4975.0000000
10377,21545,242262.527200000010000,3216250.080999999800000,16.6089001,4977.0000000
10378,21546,243262.527200000010000,3216250.080999999800000,20.1651001,4932.0000000
10379,21547,244262.527200000010000,3216250.080999999800000,23.0585003,5035.0000000
10380,21548,245262.527200000010000,3216250.080999999800000,22.9097004,5061.0000000
10381,21549,246262.527200000010000,3216250.080999999800000,27.6902008,5090.0000000
10382,21550,247262.527200000010000,3216250.080999999800000,32.5481987,5372.0000000
10383,21551,248262.527200000010000,3216250.080999999800000,36.7260017,5229.0000000
10384,21552,249262.527200000010000,3216250.080999999800000,36.5388985,5289.0000000
10385,21553,250262.527200000010000,3216250.080999999800000,23.9181995,5128.0000000
10386,21554,251262.527200000010000,3216250.080999999800000,15.6771002,4918.0000000
10387,21555,252262.527200000010000,3216250.080999999800000,12.7318001,4937.0000000
10388,21672,148262.527200000010000,3217250.080999999800000,32.3227005,5131.0000000
10389,21673,149262.527200000010000,3217250.080999999800000,30.9773998,5255.0000000
10390,21674,150262.527200000010000,3217250.080999999800000,33.4169998,5294.0000000
10391,21675,151262.527200000010000,3217250.080999999800000,37.1968994,5160.0000000
10392,21676,152262.527200000010000,3217250.080999999800000,42.8465004,5414.0000000
10393,21677,153262.527200000010000,3217250.080999999800000,43.2795982,5453.0000000
10394,21678,154262.527200000010000,3217250.080999999800000,44.9119987,5399.0000000
10395,21679,155262.527200000010000,3217250.080999999800000,55.3398018,5413.0000000
10396,21680,156262.527200000010000,3217250.080999999800000,45.7621002,4765.0000000
10397,21681,157262.527200000010000,3217250.080999999800000,35.3644981,5024.0000000
10398,21682,158262.527200000010000,3217250.080999999800000,47.6651993,5441.0000000
10399,21683,159262.527200000010000,3217250.080999999800000,49.7734985,5572.0000000
10400,21684,160262.527200000010000,3217250.080999999800000,47.7901001,5484.0000000
10401,21685,161262.527200000010000,3217250.080999999800000,38.3806992,5398.0000000
10402,21686,162262.527200000010000,3217250.080999999800000,36.4944000,5360.0000000
10403,21687,163262.527200000010000,3217250.080999999800000,40.3139992,5107.0000000
10404,21688,164262.527200000010000,3217250.080999999800000,39.7078018,5255.0000000
10405,21689,165262.527200000010000,3217250.080999999800000,39.3662987,5589.0000000
10406,21690,166262.527200000010000,3217250.080999999800000,38.0112000,5597.0000000
10407,21691,167262.527200000010000,3217250.080999999800000,33.0435982,5345.0000000
10408,21692,168262.527200000010000,3217250.080999999800000,30.1417999,5435.0000000
10409,21693,169262.527200000010000,3217250.080999999800000,32.1645012,5618.0000000
10410,21694,170262.527200000010000,3217250.080999999800000,35.8516006,5901.0000000
10411,21695,171262.527200000010000,3217250.080999999800000,26.4400997,5864.0000000
10412,21696,172262.527200000010000,3217250.080999999800000,19.1781006,5727.0000000
10413,21697,173262.527200000010000,3217250.080999999800000,17.5272007,5703.0000000
10414,21698,174262.527200000010000,3217250.080999999800000,22.1949997,5606.0000000
10415,21699,175262.527200000010000,3217250.080999999800000,25.3411007,5479.0000000
10416,21700,176262.527200000010000,3217250.080999999800000,28.1779995,5486.0000000
10417,21701,177262.527200000010000,3217250.080999999800000,31.5137005,5548.0000000
10418,21702,178262.527200000010000,3217250.080999999800000,37.8728981,5651.0000000
10419,21703,179262.527200000010000,3217250.080999999800000,37.8143005,5694.0000000
10420,21704,180262.527200000010000,3217250.080999999800000,35.4342003,5449.0000000
10421,21705,181262.527200000010000,3217250.080999999800000,35.2282982,5521.0000000
10422,21706,182262.527200000010000,3217250.080999999800000,41.2312012,5618.0000000
10423,21707,183262.527200000010000,3217250.080999999800000,45.7244987,5810.0000000
10424,21708,184262.527200000010000,3217250.080999999800000,49.4374008,5647.0000000
10425,21709,185262.527200000010000,3217250.080999999800000,53.2887001,5586.0000000
10426,21711,187262.527200000010000,3217250.080999999800000,46.9533997,5709.0000000
10427,21712,188262.527200000010000,3217250.080999999800000,53.7714005,5748.0000000
10428,21713,189262.527200000010000,3217250.080999999800000,57.3638000,5675.0000000
10429,21714,190262.527200000010000,3217250.080999999800000,48.1805992,5060.0000000
10430,21715,191262.527200000010000,3217250.080999999800000,41.3418999,4652.0000000
10431,21716,192262.527200000010000,3217250.080999999800000,30.0464001,4293.0000000
10432,21717,193262.527200000010000,3217250.080999999800000,24.0200005,4147.0000000
10433,21718,194262.527200000010000,3217250.080999999800000,26.2528000,3996.0000000
10434,21719,195262.527200000010000,3217250.080999999800000,30.7653008,3704.0000000
10435,21720,196262.527200000010000,3217250.080999999800000,32.2727013,3682.0000000
10436,21721,197262.527200000010000,3217250.080999999800000,31.4881992,3463.0000000
10437,21722,198262.527200000010000,3217250.080999999800000,27.7021999,3524.0000000
10438,21723,199262.527200000010000,3217250.080999999800000,30.1485996,3703.0000000
10439,21724,200262.527200000010000,3217250.080999999800000,35.1189995,3840.0000000
10440,21725,201262.527200000010000,3217250.080999999800000,31.1525002,3462.0000000
10441,21726,202262.527200000010000,3217250.080999999800000,26.9505997,3248.0000000
10442,21727,203262.527200000010000,3217250.080999999800000,23.8806000,3538.0000000
10443,21728,204262.527200000010000,3217250.080999999800000,25.0925007,3727.0000000
10444,21729,205262.527200000010000,3217250.080999999800000,29.7082005,3831.0000000
10445,21730,206262.527200000010000,3217250.080999999800000,34.2421989,4169.0000000
10446,21731,207262.527200000010000,3217250.080999999800000,34.6547012,4064.0000000
10447,21732,208262.527200000010000,3217250.080999999800000,28.4073009,3853.0000000
10448,21733,209262.527200000010000,3217250.080999999800000,40.2717018,3772.0000000
10449,21734,210262.527200000010000,3217250.080999999800000,51.4518013,3842.0000000
10450,21735,211262.527200000010000,3217250.080999999800000,48.0909996,4221.0000000
10451,21736,212262.527200000010000,3217250.080999999800000,37.3582993,4663.0000000
10452,21737,213262.527200000010000,3217250.080999999800000,31.6215000,4845.0000000
10453,21738,214262.527200000010000,3217250.080999999800000,28.4699993,5011.0000000
10454,21739,215262.527200000010000,3217250.080999999800000,27.8743000,5153.0000000
10455,21740,216262.527200000010000,3217250.080999999800000,31.3379002,5233.0000000
10456,21741,217262.527200000010000,3217250.080999999800000,39.0632019,5072.0000000
10457,21742,218262.527200000010000,3217250.080999999800000,40.4135017,5594.0000000
10458,21743,219262.527200000010000,3217250.080999999800000,31.2630005,5381.0000000
10459,21744,220262.527200000010000,3217250.080999999800000,31.3782005,5217.0000000
10460,21745,221262.527200000010000,3217250.080999999800000,37.4585991,5294.0000000
10461,21746,222262.527200000010000,3217250.080999999800000,39.5929985,5491.0000000
10462,21747,223262.527200000010000,3217250.080999999800000,39.2200012,5779.0000000
10463,21748,224262.527200000010000,3217250.080999999800000,27.7320995,5431.0000000
10464,21749,225262.527200000010000,3217250.080999999800000,27.6296005,5466.0000000
10465,21750,226262.527200000010000,3217250.080999999800000,40.1259995,5818.0000000
10466,21751,227262.527200000010000,3217250.080999999800000,42.3403015,5708.0000000
10467,21752,228262.527200000010000,3217250.080999999800000,41.3186989,5929.0000000
10468,21753,229262.527200000010000,3217250.080999999800000,36.6010017,5751.0000000
10469,21754,230262.527200000010000,3217250.080999999800000,34.6710014,5501.0000000
10470,21755,231262.527200000010000,3217250.080999999800000,28.3950996,5265.0000000
10471,21756,232262.527200000010000,3217250.080999999800000,29.9493008,5149.0000000
10472,21757,233262.527200000010000,3217250.080999999800000,36.6156998,5392.0000000
10473,21758,234262.527200000010000,3217250.080999999800000,39.4109001,5523.0000000
10474,21759,235262.527200000010000,3217250.080999999800000,36.1856995,5325.0000000
10475,21760,236262.527200000010000,3217250.080999999800000,35.6763000,5402.0000000
10476,21761,237262.527200000010000,3217250.080999999800000,34.0026016,5152.0000000
10477,21762,238262.527200000010000,3217250.080999999800000,31.5340996,5258.0000000
10478,21763,239262.527200000010000,3217250.080999999800000,26.9535999,5132.0000000
10479,21764,240262.527200000010000,3217250.080999999800000,27.1137009,5124.0000000
10480,21765,241262.527200000010000,3217250.080999999800000,27.3213997,5141.0000000
10481,21766,242262.527200000010000,3217250.080999999800000,21.1466999,4954.0000000
10482,21767,243262.527200000010000,3217250.080999999800000,24.5774002,4944.0000000
10483,21768,244262.527200000010000,3217250.080999999800000,32.9583015,5296.0000000
10484,21769,245262.527200000010000,3217250.080999999800000,36.1234016,5408.0000000
10485,21770,246262.527200000010000,3217250.080999999800000,34.2351990,5325.0000000
10486,21771,247262.527200000010000,3217250.080999999800000,29.5025005,5229.0000000
10487,21772,248262.527200000010000,3217250.080999999800000,29.3785992,4925.0000000
10488,21773,249262.527200000010000,3217250.080999999800000,27.4258003,4962.0000000
10489,21774,250262.527200000010000,3217250.080999999800000,21.5783997,4918.0000000
10490,21775,251262.527200000010000,3217250.080999999800000,12.9791002,4868.0000000
10491,21776,252262.527200000010000,3217250.080999999800000,10.6521997,4874.0000000
10492,21893,148262.527200000010000,3218250.080999999800000,33.7527008,5376.0000000
10493,21894,149262.527200000010000,3218250.080999999800000,33.0476990,5302.0000000
10494,21895,150262.527200000010000,3218250.080999999800000,33.8642006,5127.0000000
10495,21896,151262.527200000010000,3218250.080999999800000,38.3638992,5402.0000000
10496,21897,152262.527200000010000,3218250.080999999800000,38.5218010,5583.0000000
10497,21898,153262.527200000010000,3218250.080999999800000,41.8907013,5556.0000000
10498,21899,154262.527200000010000,3218250.080999999800000,50.8933983,5496.0000000
10499,21900,155262.527200000010000,3218250.080999999800000,53.5217018,5117.0000000
10500,21901,156262.527200000010000,3218250.080999999800000,39.2219009,4607.0000000
10501,21902,157262.527200000010000,3218250.080999999800000,28.8029003,4912.0000000
10502,21903,158262.527200000010000,3218250.080999999800000,35.8866005,5258.0000000
10503,21904,159262.527200000010000,3218250.080999999800000,35.7911987,5296.0000000
10504,21905,160262.527200000010000,3218250.080999999800000,37.4408989,5301.0000000
10505,21906,161262.527200000010000,3218250.080999999800000,38.4029999,5233.0000000
10506,21907,162262.527200000010000,3218250.080999999800000,38.1152992,5085.0000000
10507,21908,163262.527200000010000,3218250.080999999800000,39.7080994,4999.0000000
10508,21909,164262.527200000010000,3218250.080999999800000,41.3447990,5333.0000000
10509,21910,165262.527200000010000,3218250.080999999800000,43.6385994,5186.0000000
10510,21911,166262.527200000010000,3218250.080999999800000,36.8653984,5270.0000000
10511,21912,167262.527200000010000,3218250.080999999800000,27.5730000,5446.0000000
10512,21913,168262.527200000010000,3218250.080999999800000,26.6007004,5539.0000000
10513,21914,169262.527200000010000,3218250.080999999800000,27.3882008,5581.0000000
10514,21915,170262.527200000010000,3218250.080999999800000,33.4958000,5742.0000000
10515,21916,171262.527200000010000,3218250.080999999800000,25.5678997,5818.0000000
10516,21917,172262.527200000010000,3218250.080999999800000,22.4741993,5768.0000000
10517,21918,173262.527200000010000,3218250.080999999800000,27.6966000,5766.0000000
10518,21919,174262.527200000010000,3218250.080999999800000,35.9821014,5669.0000000
10519,21920,175262.527200000010000,3218250.080999999800000,38.2648010,5648.0000000
10520,21921,176262.527200000010000,3218250.080999999800000,37.8497009,5628.0000000
10521,21922,177262.527200000010000,3218250.080999999800000,35.2575989,5444.0000000
10522,21923,178262.527200000010000,3218250.080999999800000,36.3995018,5354.0000000
10523,21924,179262.527200000010000,3218250.080999999800000,40.5382996,5330.0000000
10524,21925,180262.527200000010000,3218250.080999999800000,43.2221985,5357.0000000
10525,21926,181262.527200000010000,3218250.080999999800000,44.2778015,5327.0000000
10526,21927,182262.527200000010000,3218250.080999999800000,41.1064987,5184.0000000
10527,21928,183262.527200000010000,3218250.080999999800000,37.8035011,5316.0000000
10528,21929,184262.527200000010000,3218250.080999999800000,44.8874016,5595.0000000
10529,21930,185262.527200000010000,3218250.080999999800000,48.5430984,5462.0000000
10530,21931,186262.527200000010000,3218250.080999999800000,51.8254013,5713.0000000
10531,21932,187262.527200000010000,3218250.080999999800000,50.1972008,5392.0000000
10532,21933,188262.527200000010000,3218250.080999999800000,48.8363991,5358.0000000
10533,21934,189262.527200000010000,3218250.080999999800000,50.3543015,5241.0000000
10534,21935,190262.527200000010000,3218250.080999999800000,49.4201012,4918.0000000
10535,21936,191262.527200000010000,3218250.080999999800000,42.3315010,4573.0000000
10536,21937,192262.527200000010000,3218250.080999999800000,31.7714996,4144.0000000
10537,21938,193262.527200000010000,3218250.080999999800000,26.5765991,4075.0000000
10538,21939,194262.527200000010000,3218250.080999999800000,32.2485008,3848.0000000
10539,21940,195262.527200000010000,3218250.080999999800000,28.3325996,3676.0000000
10540,21941,196262.527200000010000,3218250.080999999800000,27.1084995,3452.0000000
10541,21942,197262.527200000010000,3218250.080999999800000,29.3012009,3576.0000000
10542,21943,198262.527200000010000,3218250.080999999800000,29.5324993,3748.0000000
10543,21944,199262.527200000010000,3218250.080999999800000,28.7098007,3734.0000000
10544,21945,200262.527200000010000,3218250.080999999800000,35.0178986,3661.0000000
10545,21946,201262.527200000010000,3218250.080999999800000,37.6445999,3342.0000000
10546,21947,202262.527200000010000,3218250.080999999800000,25.8952007,3448.0000000
10547,21948,203262.527200000010000,3218250.080999999800000,23.0063992,3564.0000000
10548,21949,204262.527200000010000,3218250.080999999800000,21.5667000,3583.0000000
10549,21950,205262.527200000010000,3218250.080999999800000,33.3002014,3704.0000000
10550,21951,206262.527200000010000,3218250.080999999800000,49.0071983,4116.0000000
10551,21952,207262.527200000010000,3218250.080999999800000,46.0704994,3763.0000000
10552,21953,208262.527200000010000,3218250.080999999800000,38.7326012,3638.0000000
10553,21954,209262.527200000010000,3218250.080999999800000,40.8928986,3875.0000000
10554,21955,210262.527200000010000,3218250.080999999800000,39.4916992,4013.0000000
10555,21956,211262.527200000010000,3218250.080999999800000,35.6030006,4386.0000000
10556,21957,212262.527200000010000,3218250.080999999800000,34.3620987,4548.0000000
10557,21958,213262.527200000010000,3218250.080999999800000,34.7140999,4734.0000000
10558,21959,214262.527200000010000,3218250.080999999800000,34.2094002,4960.0000000
10559,21960,215262.527200000010000,3218250.080999999800000,39.6433983,4810.0000000
10560,21961,216262.527200000010000,3218250.080999999800000,37.4725990,4903.0000000
10561,21962,217262.527200000010000,3218250.080999999800000,37.6621017,5146.0000000
10562,21963,218262.527200000010000,3218250.080999999800000,40.4636002,5611.0000000
10563,21964,219262.527200000010000,3218250.080999999800000,33.2910995,5520.0000000
10564,21965,220262.527200000010000,3218250.080999999800000,30.3528004,5364.0000000
10565,21966,221262.527200000010000,3218250.080999999800000,36.1860008,5192.0000000
10566,21967,222262.527200000010000,3218250.080999999800000,39.9439011,5637.0000000
10567,21968,223262.527200000010000,3218250.080999999800000,39.8998985,5622.0000000
10568,21969,224262.527200000010000,3218250.080999999800000,35.6771011,5683.0000000
10569,21970,225262.527200000010000,3218250.080999999800000,28.4244003,5422.0000000
10570,21971,226262.527200000010000,3218250.080999999800000,29.5245991,5607.0000000
10571,21972,227262.527200000010000,3218250.080999999800000,35.1026993,5569.0000000
10572,21973,228262.527200000010000,3218250.080999999800000,38.2826004,5632.0000000
10573,21974,229262.527200000010000,3218250.080999999800000,37.8778992,5357.0000000
10574,21975,230262.527200000010000,3218250.080999999800000,32.5956993,5199.0000000
10575,21976,231262.527200000010000,3218250.080999999800000,25.6632004,5178.0000000
10576,21977,232262.527200000010000,3218250.080999999800000,28.5023003,5196.0000000
10577,21978,233262.527200000010000,3218250.080999999800000,39.8567009,5651.0000000
10578,21979,234262.527200000010000,3218250.080999999800000,35.8969994,5499.0000000
10579,21980,235262.527200000010000,3218250.080999999800000,25.6870003,5116.0000000
10580,21981,236262.527200000010000,3218250.080999999800000,27.6480007,5053.0000000
10581,21982,237262.527200000010000,3218250.080999999800000,32.7155991,5236.0000000
10582,21983,238262.527200000010000,3218250.080999999800000,34.7784996,5492.0000000
10583,21984,239262.527200000010000,3218250.080999999800000,39.0494995,5323.0000000
10584,21985,240262.527200000010000,3218250.080999999800000,41.8274994,5568.0000000
10585,21986,241262.527200000010000,3218250.080999999800000,36.5150986,5294.0000000
10586,21987,242262.527200000010000,3218250.080999999800000,23.3610992,4912.0000000
10587,21988,243262.527200000010000,3218250.080999999800000,19.1231003,4909.0000000
10588,21989,244262.527200000010000,3218250.080999999800000,25.0167007,4945.0000000
10589,21990,245262.527200000010000,3218250.080999999800000,35.4967995,5228.0000000
10590,21991,246262.527200000010000,3218250.080999999800000,36.6955986,5404.0000000
10591,21992,247262.527200000010000,3218250.080999999800000,30.6861000,5040.0000000
10592,21993,248262.527200000010000,3218250.080999999800000,22.0767002,4898.0000000
10593,21994,249262.527200000010000,3218250.080999999800000,17.3857002,4849.0000000
10594,21995,250262.527200000010000,3218250.080999999800000,12.3346996,4812.0000000
10595,21996,251262.527200000010000,3218250.080999999800000,10.2636003,4847.0000000
10596,21997,252262.527200000010000,3218250.080999999800000,8.7324305,4863.0000000
10597,22113,147262.527200000010000,3219250.080999999800000,40.8973999,5309.0000000
10598,22114,148262.527200000010000,3219250.080999999800000,38.1264000,5436.0000000
10599,22115,149262.527200000010000,3219250.080999999800000,33.9263000,5580.0000000
10600,22116,150262.527200000010000,3219250.080999999800000,38.4417000,5239.0000000
10601,22117,151262.527200000010000,3219250.080999999800000,43.1447983,5633.0000000
10602,22118,152262.527200000010000,3219250.080999999800000,40.8002014,5480.0000000
10603,22119,153262.527200000010000,3219250.080999999800000,40.6768990,5526.0000000
10604,22120,154262.527200000010000,3219250.080999999800000,48.1435013,5233.0000000
10605,22121,155262.527200000010000,3219250.080999999800000,45.4860001,4838.0000000
10606,22122,156262.527200000010000,3219250.080999999800000,28.7278004,4548.0000000
10607,22123,157262.527200000010000,3219250.080999999800000,24.1704998,4795.0000000
10608,22124,158262.527200000010000,3219250.080999999800000,27.8456993,5042.0000000
10609,22125,159262.527200000010000,3219250.080999999800000,27.7513008,5102.0000000
10610,22126,160262.527200000010000,3219250.080999999800000,33.1209984,4986.0000000
10611,22127,161262.527200000010000,3219250.080999999800000,41.0721016,4886.0000000
10612,22128,162262.527200000010000,3219250.080999999800000,44.3744011,4998.0000000
10613,22129,163262.527200000010000,3219250.080999999800000,41.5662003,5343.0000000
10614,22130,164262.527200000010000,3219250.080999999800000,43.2696991,5602.0000000
10615,22131,165262.527200000010000,3219250.080999999800000,46.6875000,5779.0000000
10616,22132,166262.527200000010000,3219250.080999999800000,43.1069984,5789.0000000
10617,22133,167262.527200000010000,3219250.080999999800000,36.9541016,5725.0000000
10618,22134,168262.527200000010000,3219250.080999999800000,35.8007011,5817.0000000
10619,22135,169262.527200000010000,3219250.080999999800000,34.4413986,5778.0000000
10620,22136,170262.527200000010000,3219250.080999999800000,39.4160995,5686.0000000
10621,22137,171262.527200000010000,3219250.080999999800000,40.5439987,5962.0000000
10622,22139,173262.527200000010000,3219250.080999999800000,34.1684990,5890.0000000
10623,22140,174262.527200000010000,3219250.080999999800000,36.3207016,5800.0000000
10624,22141,175262.527200000010000,3219250.080999999800000,43.2649002,5888.0000000
10625,22142,176262.527200000010000,3219250.080999999800000,51.2681007,5910.0000000
10626,22144,178262.527200000010000,3219250.080999999800000,44.6111984,5682.0000000
10627,22145,179262.527200000010000,3219250.080999999800000,44.1069984,5680.0000000
10628,22146,180262.527200000010000,3219250.080999999800000,46.5061989,5574.0000000
10629,22147,181262.527200000010000,3219250.080999999800000,44.9236984,5554.0000000
10630,22148,182262.527200000010000,3219250.080999999800000,33.4262009,5229.0000000
